film_id,film_name,tone,tone_id,weight
52255,Cimarron,Rousing,D  1348,5
52255,Cimarron,Sweeping,D  1359,5
52255,Cimarron,Atmospheric,D  1283,5
52255,Cimarron,Earnest,D  1305,5
52255,Cimarron,Rousing,D  1348,5
52255,Cimarron,Sweeping,D  1359,5
855,Cinderella,Fanciful,D  1310,5
855,Cinderella,Heartwarming,D  1321,5
855,Cinderella,Lavish,D  1326,5
855,Cinderella,Light,D  1327,5
855,Cinderella,Stylized,D  1357,5
61642,Cinderella Liberty,Bittersweet,D  1287,5
61642,Cinderella Liberty,Downbeat,D  1302,5
61642,Cinderella Liberty,Gritty,D  1318,5
61642,Cinderella Liberty,Poignant,D  1343,5
4827311,Cinderella Man,Heartwarming,D  1321,6
4827311,Cinderella Man,Stirring,D  1684,6
4827311,Cinderella Man,Earnest,D  1305,5
4827311,Cinderella Man,Poignant,D  1343,5
4827311,Cinderella Man,Warm,D  1368,5
4827311,Cinderella Man,Gritty,D  1318,4
4827311,Cinderella Man,Sentimental,D  1350,4
1221375,Cinema Paradiso,Nostalgic,D  1339,8
1221375,Cinema Paradiso,Sentimental,D  1350,8
1221375,Cinema Paradiso,Bittersweet,D  1287,7
1221375,Cinema Paradiso,Heartwarming,D  1321,5
1221375,Cinema Paradiso,Reflective,D  1347,5
1221375,Cinema Paradiso,Warm,D  1368,5
1202613,The Circus,Bittersweet,D  1287,5
1202613,The Circus,Humorous,D  1323,5
1202613,The Circus,Madcap,D  1331,5
1202613,The Circus,Stylized,D  1357,5
1202613,The Circus,Whimsical,D  1369,5
32047,The Citadel,Biting,D  1286,5
32047,The Citadel,Cynical,D  1298,5
32047,The Citadel,Downbeat,D  1302,5
32047,The Citadel,Literate,D  1328,5
32047,The Citadel,Tense,D  1363,5
27503,Citizen Kane,Atmospheric,D  1283,5
27503,Citizen Kane,Enigmatic,D  1309,5
27503,Citizen Kane,Ironic,D  1681,5
27503,Citizen Kane,Literate,D  1328,5
27503,Citizen Kane,Melancholy,D  1335,5
27503,Citizen Kane,Poignant,D  1343,5
27503,Citizen Kane,Sweeping,D  1359,5
18905349,Margin Call,Ominous,D  1340,5
18905349,Margin Call,Tense,D  1363,5
4054587,City of God,Harsh,D  1320,6
4054587,City of God,Stylized,D  1357,6
4054587,City of God,Sweeping,D  1359,6
4054587,City of God,Forceful,D  1311,4
4054587,City of God,Irreverent,D  1325,4
4054587,City of God,Disturbing,D  1301,3
502446,City Slickers II: The Legend of Curly's Gold,Earthy,D  1688,5
502446,City Slickers II: The Legend of Curly's Gold,Goofy,D  1314,5
502446,City Slickers II: The Legend of Curly's Gold,Humorous,D  1323,5
502446,City Slickers II: The Legend of Curly's Gold,Intimate,D  1324,5
502446,City Slickers II: The Legend of Curly's Gold,Quirky,D  1344,5
502446,City Slickers II: The Legend of Curly's Gold,Reflective,D  1347,5
502446,City Slickers II: The Legend of Curly's Gold,Sentimental,D  1350,5
21388830,Sound City,Earnest,D  1305,5
21388830,Sound City,Inspiring,D  3393,5
21388830,Sound City,Reflective,D  1347,5
62246,City Slickers,Humorous,D  1323,7
62246,City Slickers,Warm,D  1368,6
62246,City Slickers,Heartwarming,D  1321,5
62246,City Slickers,Reflective,D  1347,5
62246,City Slickers,Sentimental,D  1350,5
62246,City Slickers,Bittersweet,D  1287,4
1306745,A Civil Action,Deliberate,D  1300,7
1306745,A Civil Action,Matter-of-Fact,D  1333,7
1306745,A Civil Action,Confrontational,D  1296,5
1306745,A Civil Action,Earnest,D  1305,5
62328,The Clan of the Cave Bear,Atmospheric,D  1283,5
62328,The Clan of the Cave Bear,Stylized,D  1357,5
16317230,X-Men: First Class,Atmospheric,D  1283,5
16317230,X-Men: First Class,Rousing,D  1348,5
16317230,X-Men: First Class,Tense,D  1363,5
14157,Claudine,Intimate,D  1324,5
14157,Claudine,Reflective,D  1347,5
129928,Clear and Present Danger,Confrontational,D  1296,5
129928,Clear and Present Danger,Rousing,D  1348,5
129928,Clear and Present Danger,Tense,D  1363,5
17982919,Cleopatra,Flashy,D  1690,5
17982919,Cleopatra,Lavish,D  1326,5
17982919,Cleopatra,Passionate,D  1342,5
17982919,Cleopatra,Stylized,D  1357,5
17982919,Cleopatra,Sweeping,D  1359,5
17982919,Cleopatra,Flashy,D  1690,5
17982919,Cleopatra,Lavish,D  1326,5
17982919,Cleopatra,Passionate,D  1342,5
17982919,Cleopatra,Stylized,D  1357,5
17982919,Cleopatra,Sweeping,D  1359,5
5766328,Click,Goofy,D  1314,5
5766328,Click,Raunchy,D  1346,5
5766328,Click,Sentimental,D  1350,5
5766328,Click,Whimsical,D  1369,5
132483,The Client,Menacing,D  1336,5
132483,The Client,Tense,D  1363,5
132483,The Client,Wry,D  1373,3
234745,Cliffhanger,Tense,D  1363,7
234745,Cliffhanger,Rousing,D  1348,6
234745,Cliffhanger,Visceral,D  1367,6
234745,Cliffhanger,Forceful,D  1311,5
234745,Cliffhanger,Earnest,D  1305,4
1201609,The Climax,Tense,D  1363,5
19447,A Clockwork Orange,Satirical,D  1349,9
19447,A Clockwork Orange,Eerie,D  1307,7
19447,A Clockwork Orange,Irreverent,D  1325,7
19447,A Clockwork Orange,Stylized,D  1357,7
19447,A Clockwork Orange,Quirky,D  1344,6
19447,A Clockwork Orange,Atmospheric,D  1283,5
19447,A Clockwork Orange,Chilly,D  1293,5
19447,A Clockwork Orange,Disturbing,D  1301,5
15469167,Wallace and Gromit in A Close Shave,Humorous,D  1323,9
15469167,Wallace and Gromit in A Close Shave,Fanciful,D  1310,7
15469167,Wallace and Gromit in A Close Shave,Whimsical,D  1369,7
15469167,Wallace and Gromit in A Close Shave,Easygoing,D  1306,5
15469167,Wallace and Gromit in A Close Shave,Light,D  1327,5
15469167,Wallace and Gromit in A Close Shave,Stylized,D  1357,5
15469167,Wallace and Gromit in A Close Shave,Madcap,D  1331,4
1228797,Close to Eden,Affectionate,D  1281,5
1228797,Close to Eden,Atmospheric,D  1283,5
1228797,Close to Eden,Compassionate,D  1295,5
1228797,Close to Eden,Earnest,D  1305,5
1228797,Close to Eden,Poignant,D  1343,5
19570114,Extremely Loud & Incredibly Close,Bittersweet,D  1287,5
19570114,Extremely Loud & Incredibly Close,Cathartic,D  1291,5
19570114,Extremely Loud & Incredibly Close,Compassionate,D  1295,5
19570114,Extremely Loud & Incredibly Close,Earnest,D  1305,5
19570114,Extremely Loud & Incredibly Close,Poignant,D  1343,5
19570114,Extremely Loud & Incredibly Close,Tearjerking,D  1362,5
1202634,Closely Watched Trains,Affectionate,D  1281,5
1202634,Closely Watched Trains,Biting,D  1286,5
1202634,Closely Watched Trains,Earthy,D  1688,5
1202634,Closely Watched Trains,Reflective,D  1347,5
1202634,Closely Watched Trains,Warm,D  1368,5
1202634,Closely Watched Trains,Wry,D  1373,5
4391535,Closer,Intimate,D  1324,8
4391535,Closer,Talky,D  1361,8
4391535,Closer,Biting,D  1286,7
4391535,Closer,Moody,D  1338,7
4391535,Closer,Downbeat,D  1302,6
4391535,Closer,Sexual,D  1351,4
1144,Coal Miner's Daughter,Affectionate,D  1281,7
1144,Coal Miner's Daughter,Matter-of-Fact,D  1333,6
1144,Coal Miner's Daughter,Earnest,D  1305,5
1144,Coal Miner's Daughter,Intimate,D  1324,5
1144,Coal Miner's Daughter,Poignant,D  1343,5
1144,Coal Miner's Daughter,Warm,D  1368,5
11100901,Coco Before Chanel,Reverent,D  5137,5
11100901,Coco Before Chanel,Sentimental,D  1350,5
255552,Cocoon,Affectionate,D  1281,5
255552,Cocoon,Bittersweet,D  1287,5
255552,Cocoon,Fanciful,D  1310,5
255552,Cocoon,Gentle,D  1312,5
255552,Cocoon,Heartwarming,D  1321,5
255552,Cocoon,Poignant,D  1343,5
255552,Cocoon,Sentimental,D  1350,5
255552,Cocoon,Warm,D  1368,5
255552,Cocoon,Whimsical,D  1369,5
255552,Cocoon,Wistful,D  1371,5
19641199,The Grey,Bleak,D  1288,9
19641199,The Grey,Harsh,D  1320,8
19641199,The Grey,Intimate,D  1324,8
19641199,The Grey,Menacing,D  1336,7
19641199,The Grey,Tense,D  1363,7
19641199,The Grey,Somber,D  1355,6
19641199,The Grey,Visceral,D  1367,6
19641199,The Grey,Atmospheric,D  1283,5
19641199,The Grey,Chilly,D  1293,5
19641199,The Grey,Earnest,D  1305,5
19641199,The Grey,Poignant,D  1343,5
4075605,Cold Mountain,Elegiac,D  1308,7
4075605,Cold Mountain,Poignant,D  1343,6
4075605,Cold Mountain,Stirring,D  1684,6
4075605,Cold Mountain,Earnest,D  1305,5
4075605,Cold Mountain,Earthy,D  1688,5
4075605,Cold Mountain,Sweeping,D  1359,5
4253909,Collateral,Nocturnal,D  1702,7
4253909,Collateral,Gritty,D  1318,6
4253909,Collateral,Stylized,D  1357,6
4253909,Collateral,Claustrophobic,D  1294,5
4253909,Collateral,Menacing,D  1336,5
4253909,Collateral,Tense,D  1363,5
4253909,Collateral,Literate,D  1328,4
11709597,The Collector,Nocturnal,D  1702,8
11709597,The Collector,Flashy,D  1690,7
11709597,The Collector,Menacing,D  1336,6
11709597,The Collector,Tense,D  1363,5
21743062,The Wolf of Wall Street,Biting,D  1286,5
21743062,The Wolf of Wall Street,Confrontational,D  1296,5
21743062,The Wolf of Wall Street,Forceful,D  1311,5
21743062,The Wolf of Wall Street,Humorous,D  1323,5
21743062,The Wolf of Wall Street,Slick,D  1354,5
21743062,The Wolf of Wall Street,Visceral,D  1367,5
21743062,The Wolf of Wall Street,Witty,D  1372,5
21743062,The Wolf of Wall Street,Wry,D  1373,5
1209138,Colonel Redl,Biting,D  1286,5
1209138,Colonel Redl,Chilly,D  1293,5
1209138,Colonel Redl,Cynical,D  1298,5
1209138,Colonel Redl,Literate,D  1328,5
72813,The Color of Money,Drab,D  1303,5
72813,The Color of Money,Easygoing,D  1306,5
72813,The Color of Money,Gritty,D  1318,5
72813,The Color of Money,Humorous,D  1323,5
72813,The Color of Money,Light,D  1327,5
72813,The Color of Money,Stylized,D  1357,5
72813,The Color of Money,Talky,D  1361,5
265339,The Color Purple,Compassionate,D  1295,5
265339,The Color Purple,Earnest,D  1305,5
265339,The Color Purple,Heartwarming,D  1321,5
265339,The Color Purple,Melancholy,D  1335,5
265339,The Color Purple,Poignant,D  1343,5
265339,The Color Purple,Sentimental,D  1350,5
265339,The Color Purple,Warm,D  1368,5
1240074,Colors Straight Up,Compassionate,D  1295,5
1240074,Colors Straight Up,Earnest,D  1305,5
1240074,Colors Straight Up,Heartwarming,D  1321,5
1240074,Colors Straight Up,Intimate,D  1324,5
1240074,Colors Straight Up,Poignant,D  1343,5
1240074,Colors Straight Up,Upbeat,D  1365,5
21624167,Europa Report,Atmospheric,D  1283,5
21624167,Europa Report,Claustrophobic,D  1294,5
21624167,Europa Report,Ominous,D  1340,5
21624167,Europa Report,Tense,D  1363,5
1203028,Come and Get It,Earthy,D  1688,5
1203028,Come and Get It,Poignant,D  1343,5
1203028,Come and Get It,Rousing,D  1348,5
1203028,Come and Get It,Stylized,D  1357,5
1203028,Come and Get It,Sweeping,D  1359,5
250254,"Come Back, Little Sheba",Downbeat,D  1302,8
250254,"Come Back, Little Sheba",Literate,D  1328,7
250254,"Come Back, Little Sheba",Forceful,D  1311,6
250254,"Come Back, Little Sheba",Tense,D  1363,6
250254,"Come Back, Little Sheba",Gloomy,D  1313,5
1203030,Come Fill the Cup,Compassionate,D  1295,5
1203030,Come Fill the Cup,Earnest,D  1305,5
1203030,Come Fill the Cup,Heartwarming,D  1321,5
1203030,Come Fill the Cup,Sentimental,D  1350,5
1201842,Come to the Stable,Gentle,D  1312,5
1201842,Come to the Stable,Humorous,D  1323,5
1201842,Come to the Stable,Warm,D  1368,5
72990,Comes a Horseman,Atmospheric,D  1283,5
72990,Comes a Horseman,Earnest,D  1305,5
72990,Comes a Horseman,Earthy,D  1688,5
72990,Comes a Horseman,Gritty,D  1318,5
72990,Comes a Horseman,Understated,D  1364,5
306919,Coming Home,Compassionate,D  1295,5
306919,Coming Home,Poignant,D  1343,5
306919,Coming Home,Reflective,D  1347,5
306919,Coming Home,Understated,D  1364,5
306919,Coming Home,Warm,D  1368,5
1209157,Coming to America,Earnest,D  1305,5
1209157,Coming to America,Humorous,D  1323,5
1209157,Coming to America,Irreverent,D  1325,5
1209157,Coming to America,Light,D  1327,5
1209157,Coming to America,Quirky,D  1344,5
1209157,Coming to America,Satirical,D  1349,5
1209157,Coming to America,Upbeat,D  1365,5
1203040,Commandos Strike at Dawn,Earnest,D  1305,5
1203040,Commandos Strike at Dawn,Rousing,D  1348,5
1203040,Commandos Strike at Dawn,Stirring,D  1684,5
1203040,Commandos Strike at Dawn,Tense,D  1363,5
38039,The Commitments,Drab,D  1303,5
38039,The Commitments,Easygoing,D  1306,5
38039,The Commitments,Humorous,D  1323,5
38039,The Commitments,Irreverent,D  1325,5
38039,The Commitments,Light,D  1327,5
38039,The Commitments,Rousing,D  1348,5
38039,The Commitments,Sexy,D  1352,5
21396421,Escape From Tomorrow,Atmospheric,D  1283,5
21396421,Escape From Tomorrow,Eerie,D  1307,5
21396421,Escape From Tomorrow,Hallucinatory,D  1319,5
21396421,Escape From Tomorrow,Humorous,D  1323,5
21396421,Escape From Tomorrow,Ominous,D  1340,5
21396421,Escape From Tomorrow,Stylized,D  1357,5
503478,The Competition,Bittersweet,D  1287,5
503478,The Competition,Earnest,D  1305,5
503478,The Competition,Reflective,D  1347,5
1231778,Complaints of a Dutiful Daughter,Bittersweet,D  1287,5
1231778,Complaints of a Dutiful Daughter,Compassionate,D  1295,5
1231778,Complaints of a Dutiful Daughter,Earnest,D  1305,5
1231778,Complaints of a Dutiful Daughter,Intimate,D  1324,5
1231778,Complaints of a Dutiful Daughter,Poignant,D  1343,5
1231778,Complaints of a Dutiful Daughter,Reflective,D  1347,5
1231778,Complaints of a Dutiful Daughter,Understated,D  1364,5
316500,Comrade X,Bright,D  1289,6
316500,Comrade X,Humorous,D  1323,6
316500,Comrade X,Irreverent,D  1325,6
316500,Comrade X,Wry,D  1373,6
316500,Comrade X,Sentimental,D  1350,4
126535,Con Air,Forceful,D  1311,7
126535,Con Air,Visceral,D  1367,7
126535,Con Air,Earnest,D  1305,5
126535,Con Air,Gritty,D  1318,5
126535,Con Air,Menacing,D  1336,5
126535,Con Air,Slick,D  1354,5
126535,Con Air,Tense,D  1363,5
374260,Coney Island,Sentimental,D  1350,8
374260,Coney Island,Bright,D  1289,7
374260,Coney Island,Whimsical,D  1369,7
374260,Coney Island,Gentle,D  1312,6
374260,Coney Island,Heartwarming,D  1321,6
374260,Coney Island,Melancholy,D  1335,6
21701828,Beverly Lewis' The Confession,Deliberate,D  1300,5
3949139,Confidence,Slick,D  1354,7
3949139,Confidence,Flashy,D  1690,6
3949139,Confidence,Wry,D  1373,6
3949139,Confidence,Cynical,D  1298,5
3949139,Confidence,Ironic,D  1681,5
3949139,Confidence,Tense,D  1363,5
1203055,The Conformist,Disturbing,D  1301,7
1203055,The Conformist,Reflective,D  1347,7
1203055,The Conformist,Atmospheric,D  1283,6
1203055,The Conformist,Somber,D  1355,6
1203055,The Conformist,Downbeat,D  1302,5
1203055,The Conformist,Menacing,D  1336,4
324751,Conquest,Lavish,D  1326,5
324751,Conquest,Sweeping,D  1359,5
324751,Conquest,Tearjerking,D  1362,5
12543847,The Wildest Dream,Atmospheric,D  1283,5
12543847,The Wildest Dream,Wintry,D  1370,5
1204883,Guilty Conscience,Disturbing,D  1301,5
1204883,Guilty Conscience,Menacing,D  1336,5
1204883,Guilty Conscience,Moody,D  1338,5
1204883,Guilty Conscience,Tense,D  1363,5
5166343,The Constant Gardener,Cerebral,D  1292,7
5166343,The Constant Gardener,Confrontational,D  1296,6
5166343,The Constant Gardener,Gritty,D  1318,6
5166343,The Constant Gardener,Angry,D  1282,5
5166343,The Constant Gardener,Tense,D  1363,5
5166343,The Constant Gardener,Sweeping,D  1359,4
103832,Contact,Deliberate,D  1300,6
103832,Contact,Reflective,D  1347,6
103832,Contact,Cerebral,D  1292,5
103832,Contact,Earnest,D  1305,5
103832,Contact,Meditative,D  1334,5
103832,Contact,Talky,D  1361,3
103832,Contact,Deliberate,D  1300,6
103832,Contact,Reflective,D  1347,6
103832,Contact,Cerebral,D  1292,5
103832,Contact,Earnest,D  1305,5
103832,Contact,Meditative,D  1334,5
103832,Contact,Talky,D  1361,3
35173,The Conversation,Paranoid,D  1341,7
35173,The Conversation,Claustrophobic,D  1294,5
35173,The Conversation,Deliberate,D  1300,5
35173,The Conversation,Downbeat,D  1302,5
35173,The Conversation,Enigmatic,D  1309,5
35173,The Conversation,Ominous,D  1340,5
35173,The Conversation,Reflective,D  1347,5
511414,Cool Hand Luke,Confrontational,D  1296,7
511414,Cool Hand Luke,Atmospheric,D  1283,6
511414,Cool Hand Luke,Gritty,D  1318,6
511414,Cool Hand Luke,Deliberate,D  1300,5
511414,Cool Hand Luke,Forceful,D  1311,5
511414,Cool Hand Luke,Humorous,D  1323,5
4032971,The Cooler,Melancholy,D  1335,6
4032971,The Cooler,Wistful,D  1371,6
4032971,The Cooler,Bittersweet,D  1287,5
4032971,The Cooler,Gloomy,D  1313,5
4032971,The Cooler,Humorous,D  1323,5
4032971,The Cooler,Sexy,D  1352,5
60679,Beverly Hills Cop,Forceful,D  1311,5
60679,Beverly Hills Cop,Humorous,D  1323,5
60679,Beverly Hills Cop,Irreverent,D  1325,5
60679,Beverly Hills Cop,Light,D  1327,5
60679,Beverly Hills Cop,Slick,D  1354,5
60679,Beverly Hills Cop,Tense,D  1363,5
60679,Beverly Hills Cop,Wry,D  1373,5
7678457,Chop Shop,Bleak,D  1288,5
7678457,Chop Shop,Drab,D  1303,5
7678457,Chop Shop,Grim,D  1317,5
7678457,Chop Shop,Gritty,D  1318,5
1230596,Coquette,Affectionate,D  1281,5
1230596,Coquette,Light,D  1327,5
1230596,Coquette,Poignant,D  1343,5
1230596,Coquette,Tearjerking,D  1362,5
1230596,Coquette,Atmospheric,D  1283,3
203714,The Corn Is Green,Talky,D  1361,7
203714,The Corn Is Green,Compassionate,D  1295,6
203714,The Corn Is Green,Earnest,D  1305,6
203714,The Corn Is Green,Heartwarming,D  1321,6
1203486,The Corsican Brothers,Atmospheric,D  1283,5
1203486,The Corsican Brothers,Earnest,D  1305,5
4284510,Cosmic Voyage,Atmospheric,D  1283,5
4284510,Cosmic Voyage,Rousing,D  1348,5
4284510,Cosmic Voyage,Sweeping,D  1359,5
35087,The Cotton Club,Slick,D  1354,6
35087,The Cotton Club,Lavish,D  1326,5
35087,The Cotton Club,Nostalgic,D  1339,5
35087,The Cotton Club,Stylized,D  1357,5
35087,The Cotton Club,Atmospheric,D  1283,4
7306803,No Country for Old Men,Bleak,D  1288,5
7306803,No Country for Old Men,Forceful,D  1311,5
7306803,No Country for Old Men,Grim,D  1317,5
7306803,No Country for Old Men,Ominous,D  1340,5
7306803,No Country for Old Men,Tense,D  1363,5
483975,The Country Girl,Melancholy,D  1335,7
483975,The Country Girl,Somber,D  1355,7
483975,The Country Girl,Deliberate,D  1300,6
483975,The Country Girl,Gloomy,D  1313,6
483975,The Country Girl,Literate,D  1328,5
483975,The Country Girl,Reflective,D  1347,5
18369854,Country Strong,Bittersweet,D  1287,5
18369854,Country Strong,Melancholy,D  1335,5
18369854,Country Strong,Somber,D  1355,5
4054171,The Fog Of War,Cerebral,D  1292,5
4054171,The Fog Of War,Literate,D  1328,5
4054171,The Fog Of War,Matter-of-Fact,D  1333,5
4054171,The Fog Of War,Reflective,D  1347,5
4054171,The Fog Of War,Talky,D  1361,5
20255249,Trouble with the Curve,Poignant,D  1343,5
1201909,The Court-Martial of Billy Mitchell,Earnest,D  1305,5
1201909,The Court-Martial of Billy Mitchell,Matter-of-Fact,D  1333,5
1201909,The Court-Martial of Billy Mitchell,Stirring,D  1684,5
1201909,The Court-Martial of Billy Mitchell,Talky,D  1361,5
570972,Cousin Cousine,Gentle,D  1312,5
570972,Cousin Cousine,Humorous,D  1323,5
570972,Cousin Cousine,Lyrical,D  1330,5
570972,Cousin Cousine,Summery,D  1358,5
570972,Cousin Cousine,Warm,D  1368,5
9504736,The Cove,Angry,D  1282,8
9504736,The Cove,Confrontational,D  1296,7
9504736,The Cove,Earnest,D  1305,7
9504736,The Cove,Tense,D  1363,7
9504736,The Cove,Disturbing,D  1301,6
9504736,The Cove,Gruesome,D  2067,5
9504736,The Cove,Haunting,D  5132,5
9504736,The Cove,Poignant,D  1343,4
1204186,Cover girl,Lavish,D  1326,8
1204186,Cover girl,Sentimental,D  1350,7
1204186,Cover girl,Whimsical,D  1369,7
1204186,Cover girl,Bright,D  1289,6
1204186,Cover girl,Humorous,D  1323,6
1204186,Cover girl,Light,D  1327,5
17500,Top Dog,Humorous,D  1323,5
17500,Top Dog,Light,D  1327,5
17500,Top Dog,Rousing,D  1348,5
21771131,August: Osage County,Literate,D  1328,5
21771131,August: Osage County,Poignant,D  1343,5
21771131,August: Osage County,Reflective,D  1347,5
21771131,August: Osage County,Talky,D  1361,5
21771131,August: Osage County,Wry,D  1373,5
171671,Crash Dive,Atmospheric,D  1283,5
171671,Crash Dive,Passionate,D  1342,5
171671,Crash Dive,Tense,D  1363,5
12120352,Crazy Heart,Autumnal,D  1285,5
12120352,Crazy Heart,Melancholy,D  1335,5
12120352,Crazy Heart,Poignant,D  1343,5
12120352,Crazy Heart,Reflective,D  1347,5
18739390,The Creation of Woman,Bright,D  1289,5
18739390,The Creation of Woman,Lyrical,D  1330,5
18739390,The Creation of Woman,Sensual,D  1689,5
21102851,Creature Comforts,Easygoing,D  1306,5
21102851,Creature Comforts,Humorous,D  1323,5
21102851,Creature Comforts,Quirky,D  1344,5
21102851,Creature Comforts,Upbeat,D  1365,5
21102851,Creature Comforts,Whimsical,D  1369,5
21102851,Creature Comforts,Witty,D  1372,5
1205604,Cries and Whispers,Stylized,D  1357,7
1205604,Cries and Whispers,Downbeat,D  1302,5
1205604,Cries and Whispers,Intimate,D  1324,5
1205604,Cries and Whispers,Lyrical,D  1330,5
1205604,Cries and Whispers,Poignant,D  1343,5
502313,Crimes and Misdemeanors,Literate,D  1328,6
502313,Crimes and Misdemeanors,Moody,D  1338,6
502313,Crimes and Misdemeanors,Cynical,D  1298,5
502313,Crimes and Misdemeanors,Disturbing,D  1301,5
502313,Crimes and Misdemeanors,Satirical,D  1349,5
502313,Crimes and Misdemeanors,Stylish,D  1366,5
502313,Crimes and Misdemeanors,Witty,D  1372,5
479383,Crimes of the Heart,Gentle,D  1312,5
479383,Crimes of the Heart,Literate,D  1328,5
479383,Crimes of the Heart,Talky,D  1361,5
479383,Crimes of the Heart,Warm,D  1368,5
479383,Crimes of the Heart,Witty,D  1372,5
1233634,Crimson Tide,Claustrophobic,D  1294,5
1233634,Crimson Tide,Confrontational,D  1296,5
1233634,Crimson Tide,Forceful,D  1311,5
1233634,Crimson Tide,Grim,D  1317,5
1233634,Crimson Tide,Ominous,D  1340,5
1233634,Crimson Tide,Paranoid,D  1341,5
1233634,Crimson Tide,Tense,D  1363,5
270341,'Crocodile' Dundee,Affectionate,D  1281,5
270341,'Crocodile' Dundee,Easygoing,D  1306,5
270341,'Crocodile' Dundee,Goofy,D  1314,5
270341,'Crocodile' Dundee,Humorous,D  1323,5
270341,'Crocodile' Dundee,Light,D  1327,5
270341,'Crocodile' Dundee,Merry,D  1337,5
383909,Cromwell,Lavish,D  1326,7
383909,Cromwell,Forceful,D  1311,5
383909,Cromwell,Sweeping,D  1359,5
11192,Cross Creek,Atmospheric,D  1283,5
11192,Cross Creek,Gentle,D  1312,5
11192,Cross Creek,Warm,D  1368,5
80759,Crossfire,Bleak,D  1288,5
80759,Crossfire,Grim,D  1317,5
80759,Crossfire,Ominous,D  1340,5
80759,Crossfire,Tense,D  1363,5
80759,Crossfire,Visceral,D  1367,5
3141288,"Crouching Tiger, Hidden Dragon",Dreamlike,D  1304,7
3141288,"Crouching Tiger, Hidden Dragon",Elegant,D  1687,7
3141288,"Crouching Tiger, Hidden Dragon",Lyrical,D  1330,6
3141288,"Crouching Tiger, Hidden Dragon",Poignant,D  1343,6
3141288,"Crouching Tiger, Hidden Dragon",Lavish,D  1326,5
3141288,"Crouching Tiger, Hidden Dragon",Rousing,D  1348,5
3141288,"Crouching Tiger, Hidden Dragon",Autumnal,D  1285,4
127150,The Crowd,Bittersweet,D  1287,5
127150,The Crowd,Grim,D  1317,5
127150,The Crowd,Poignant,D  1343,5
127150,The Crowd,Stylized,D  1357,5
127150,The Crowd,Tearjerking,D  1362,5
21956,The Crucible,Talky,D  1361,7
21956,The Crucible,Confrontational,D  1296,6
21956,The Crucible,Passionate,D  1342,6
21956,The Crucible,Disturbing,D  1301,4
21956,The Crucible,Ominous,D  1340,4
21956,The Crucible,Visceral,D  1367,3
207709,The Cruel Sea,Claustrophobic,D  1294,5
207709,The Cruel Sea,Gritty,D  1318,5
207709,The Cruel Sea,Literate,D  1328,5
207709,The Cruel Sea,Ominous,D  1340,5
207709,The Cruel Sea,Rousing,D  1348,5
207709,The Cruel Sea,Tense,D  1363,5
207709,The Cruel Sea,Understated,D  1364,5
21299589,Free Birds,Light,D  1327,5
250343,The Crusades,Lavish,D  1326,5
250343,The Crusades,Sweeping,D  1359,5
250343,The Crusades,Tense,D  1363,5
123,Cry Freedom,Compassionate,D  1295,5
123,Cry Freedom,Earnest,D  1305,5
123,Cry Freedom,Harsh,D  1320,5
123,Cry Freedom,Stirring,D  1684,5
123,Cry Freedom,Sweeping,D  1359,5
123,Cry Freedom,Tense,D  1363,5
45332,A Cry in the Dark,Matter-of-Fact,D  1333,7
45332,A Cry in the Dark,Biting,D  1286,6
45332,A Cry in the Dark,Angry,D  1282,4
45332,A Cry in the Dark,Chilly,D  1293,4
45332,A Cry in the Dark,Disturbing,D  1301,4
45332,A Cry in the Dark,Drab,D  1303,3
8904831,The Curious Case of Benjamin Button,Atmospheric,D  1283,5
8904831,The Curious Case of Benjamin Button,Poignant,D  1343,5
8904831,The Curious Case of Benjamin Button,Reflective,D  1347,5
6457459,Curse of the Golden Flower,Atmospheric,D  1283,5
6457459,Curse of the Golden Flower,Decadent,D  1701,5
6457459,Curse of the Golden Flower,Lavish,D  1326,5
6457459,Curse of the Golden Flower,Sweeping,D  1359,5
22050,Cyrano de Bergerac,Bittersweet,D  1287,5
22050,Cyrano de Bergerac,Elegiac,D  1308,5
22050,Cyrano de Bergerac,Literate,D  1328,5
22050,Cyrano de Bergerac,Passionate,D  1342,5
22050,Cyrano de Bergerac,Sentimental,D  1350,5
22050,Cyrano de Bergerac,Bittersweet,D  1287,5
22050,Cyrano de Bergerac,Elegiac,D  1308,5
22050,Cyrano de Bergerac,Literate,D  1328,5
22050,Cyrano de Bergerac,Passionate,D  1342,5
22050,Cyrano de Bergerac,Sentimental,D  1350,5
55022,I Remember Mama,Nostalgic,D  1339,8
55022,I Remember Mama,Sentimental,D  1350,8
55022,I Remember Mama,Affectionate,D  1281,7
55022,I Remember Mama,Gentle,D  1312,7
55022,I Remember Mama,Warm,D  1368,7
55022,I Remember Mama,Heartwarming,D  1321,6
55022,I Remember Mama,Sweet,D  1360,6
37739,Dad,Affectionate,D  1281,5
37739,Dad,Bittersweet,D  1287,5
37739,Dad,Compassionate,D  1295,5
37739,Dad,Heartwarming,D  1321,5
37739,Dad,Poignant,D  1343,5
37739,Dad,Sentimental,D  1350,5
18726569,Daddy Long Legs,Heartwarming,D  1321,5
18726569,Daddy Long Legs,Light,D  1327,5
18726569,Daddy Long Legs,Sentimental,D  1350,5
18726569,Daddy Long Legs,Sweet,D  1360,5
12426882,Bran Nue Dae,Bright,D  1289,5
12426882,Bran Nue Dae,Humorous,D  1323,5
12426882,Bran Nue Dae,Merry,D  1337,5
