film_id,film_name,theme,theme_id,weight
1234379,Coming Out Under Fire,Questioning Sexuality,D  2257,5
18717419,Christo's Valley Curtain,Bohemian Life,D  1428,4
5188175,"Chronicles of Narnia: The Lion, Witch and Wardrobe",Fantasy Lands,D  1798,6
5188175,"Chronicles of Narnia: The Lion, Witch and Wardrobe",Heroic Mission,D  1630,5
5188175,"Chronicles of Narnia: The Lion, Witch and Wardrobe",Mythical Creatures,D  1793,5
5188175,"Chronicles of Narnia: The Lion, Witch and Wardrobe",Righting the Wronged,D  1631,5
18831566,Journey 2: The Mysterious Island,Lost Worlds,D  1545,5
2482049,The Cider House Rules,Crisis of Conscience,D  1651,7
2482049,The Cider House Rules,First Love,D  1491,7
2482049,The Cider House Rules,Orphans,D  1378,7
2482049,The Cider House Rules,Doctors and Patients,D  1500,6
2482049,The Cider House Rules,Love Triangles,D  1492,6
2482049,The Cider House Rules,Mentors,D  3236,5
52255,Cimarron,Prospectors and Land Rights,D  1713,4
52255,Cimarron,Prospectors and Land Rights,D  1713,4
855,Cinderella,Cinderella Stories,D  1521,5
855,Cinderella,Curses and Spells,D  3246,5
61642,Cinderella Liberty,Down on Their Luck,D  1383,5
61642,Cinderella Liberty,Military Life,D  1543,5
61642,Cinderella Liberty,Prostitutes,D  1594,5
4827311,Cinderella Man,Boxers,D  1518,7
4827311,Cinderella Man,Underdogs,D  1426,6
4827311,Cinderella Man,Down on Their Luck,D  1383,5
1221375,Cinema Paradiso,First Love,D  1491,5
1221375,Cinema Paradiso,Generation Gap,D  1381,5
1221375,Cinema Paradiso,Haunted By the Past,D  1404,5
1202613,The Circus,Circuses & Carnivals,D  1692,5
32047,The Citadel,Crisis of Conscience,D  1651,5
32047,The Citadel,Doctors and Patients,D  1500,5
32047,The Citadel,Ladder to the Top,D  1399,5
32047,The Citadel,Work Ethics,D  1640,5
27503,Citizen Kane,Rise To Power,D  1597,6
27503,Citizen Kane,Haunted By the Past,D  1404,5
27503,Citizen Kane,Scandals and Cover-Ups,D  3401,5
18905349,Margin Call,Race Against Time,D  1432,5
18905349,Margin Call,Work Ethics,D  1640,5
4054587,City of God,Inner City Blues,D  1401,7
4054587,City of God,Street Gangs,D  1650,7
4054587,City of God,Drug Trade,D  1476,6
4054587,City of God,Police Corruption,D  1595,4
502446,City Slickers II: The Legend of Curly's Gold,Obsessive Quests,D  1546,5
502446,City Slickers II: The Legend of Curly's Gold,Treasure Hunts,D   523,5
21388830,Sound City,Life in the Arts,D  1467,5
62246,City Slickers,Midlife Crises,D  1636,8
62246,City Slickers,Fish Out of Water,D  1422,5
62246,City Slickers,Ranchers,D  1563,5
1306745,A Civil Action,Fighting the System,D  1503,7
1306745,A Civil Action,Lawyers,D  1502,6
1306745,A Civil Action,Righting the Wronged,D  1631,5
16317230,X-Men: First Class,Mutants,D  1460,5
16317230,X-Men: First Class,Social Injustice,D  1508,5
1202625,Claudelle Inglish,Dangerous Attraction,D  1526,5
1202625,Claudelle Inglish,Femmes Fatales,D  1548,5
1202625,Claudelle Inglish,Playing the Field,D  1703,5
14157,Claudine,Inner City Blues,D  1401,5
14157,Claudine,Single Parents,D  1592,5
15338325,Origin of the Species,Twentysomething Life,D  1649,5
129928,Clear and Present Danger,Daring Rescues,D  1376,5
129928,Clear and Present Danger,Political Corruption,D  1596,5
129928,Clear and Present Danger,Whistleblowers,D  1504,5
129928,Clear and Present Danger,Drug Trade,D  1476,4
129928,Clear and Present Danger,Fighting the System,D  1503,4
129928,Clear and Present Danger,Terrorism,D  1434,4
17982919,Cleopatra,Crowned Heads,D  1642,5
17982919,Cleopatra,Rise To Power,D  1597,5
17982919,Cleopatra,Crowned Heads,D  1642,5
17982919,Cleopatra,Rise To Power,D  1597,5
5766328,Click,Time Travel,D  1455,9
5766328,Click,Wishes Come True,D  1741,8
5766328,Click,Nothing Goes Right,D  1410,4
5766328,Click,Parenthood,D  1415,4
132483,The Client,Fighting the System,D  1503,5
132483,The Client,Lawyers,D  1502,5
132483,The Client,Witnessing a Crime,D  1445,5
132483,The Client,Flight of the Innocent,D  1525,3
21396386,After Tiller,Culture Clash,D  1411,5
234745,Cliffhanger,Crime Gone Awry,D  1637,5
234745,Cliffhanger,Daring Rescues,D  1376,5
234745,Cliffhanger,Haunted By the Past,D  1404,5
1201609,The Climax,Haunted By the Past,D  1404,5
1201609,The Climax,Mind Games,D  1609,5
1201610,Climb an Angry Mountain,Culture Clash,D  1411,5
1201610,Climb an Angry Mountain,Hostage Situations,D  1576,5
19447,A Clockwork Orange,Future Dystopias,D   566,7
19447,A Clockwork Orange,Experiments Gone Awry,D  1448,4
15469167,Wallace and Gromit in A Close Shave,Man's Best Friend,D  1495,6
15469167,Wallace and Gromit in A Close Shave,Experiments Gone Awry,D  1448,3
1228797,Close to Eden,Culture Clash,D  1411,5
1228797,Close to Eden,Down on Their Luck,D  1383,5
1228797,Close to Eden,Social Injustice,D  1508,5
19570114,Extremely Loud & Incredibly Close,Death of a Parent,D  1738,5
19570114,Extremely Loud & Incredibly Close,Fathers and Sons,D  1617,5
19570114,Extremely Loud & Incredibly Close,Obsessive Quests,D  1546,5
1202634,Closely Watched Trains,Life Under Occupation,D  1464,7
1202634,Closely Watched Trains,Innocence Lost,D  1377,5
4391535,Closer,Romantic Betrayal,D  1386,8
4391535,Closer,Love Triangles,D  1492,7
4391535,Closer,Breakups and Divorces,D  2142,5
1144,Coal Miner's Daughter,Musician's Life,D  1653,8
1144,Coal Miner's Daughter,Rags To Riches,D  1423,8
1144,Coal Miner's Daughter,Crumbling Marriages,D  1506,6
1144,Coal Miner's Daughter,Big Break,D  3248,5
11100901,Coco Before Chanel,Fashion World,D  1591,5
11100901,Coco Before Chanel,Ladder to the Top,D  1399,5
11100901,Coco Before Chanel,Orphans,D  1378,5
255552,Cocoon,Benign Aliens,D  1454,6
255552,Cocoon,Golden Years,D  2233,5
255552,Cocoon,Immortality,D  3234,5
19641199,The Grey,Air Disasters,D  1588,5
19641199,The Grey,Survival in the Wilderness,D  1499,5
19641199,The Grey,When Animals Attack,D  1447,5
4075605,Cold Mountain,Star-Crossed Lovers,D  1551,6
4075605,Cold Mountain,Women During Wartime,D  1562,6
4075605,Cold Mountain,Brief Encounters,D  1584,4
4253909,Collateral,Hired Killers,D  1682,7
4253909,Collateral,Hostage Situations,D  1576,6
4253909,Collateral,Drug Trade,D  1476,5
11709597,The Collector,Serial Killers,D  1440,8
11709597,The Collector,Trapped or Confined,D  3230,7
11709597,The Collector,Unlikely Heroes,D  1633,7
21743062,The Wolf of Wall Street,Rise and Fall Stories,D  1635,8
21743062,The Wolf of Wall Street,Hotshots,D  3240,7
21743062,The Wolf of Wall Street,Office Politics,D  1391,6
21743062,The Wolf of Wall Street,Work Ethics,D  1640,5
1209138,Colonel Redl,Rise and Fall Stories,D  1635,6
72813,The Color of Money,Cons and Scams,D  1607,8
72813,The Color of Money,Success is the Best Revenge,D  1511,6
72813,The Color of Money,Unlikely Friendships,D  1770,6
72813,The Color of Money,Hotshots,D  3240,5
72813,The Color of Money,Mentors,D  3236,5
265339,The Color Purple,Domestic Abuse,D  1384,7
265339,The Color Purple,Women's Friendship,D  1623,7
265339,The Color Purple,Arranged Marriages,D  1385,6
265339,The Color Purple,Social Injustice,D  1508,5
265339,The Color Purple,Success is the Best Revenge,D  1511,5
265339,The Color Purple,Race Relations,D  1579,4
1240074,Colors Straight Up,Inner City Blues,D  1401,7
1240074,Colors Straight Up,Going Straight,D  1475,4
21624167,Europa Report,Space Travel,D  1547,5
1203028,Come and Get It,Fathers and Sons,D  1617,5
1203028,Come and Get It,Love Triangles,D  1492,5
250254,"Come Back, Little Sheba",Crumbling Marriages,D  1506,8
250254,"Come Back, Little Sheba",Alcoholism,D  1375,6
70563,Come Blow Your Horn,Sibling Relationships,D  1624,5
1203030,Come Fill the Cup,Alcoholism,D  1375,5
1203030,Come Fill the Cup,Members of the Press,D  1643,5
1203030,Come Fill the Cup,Redemption,D  1587,5
1201842,Come to the Stable,Obsessive Quests,D  1546,5
72990,Comes a Horseman,Prospectors and Land Rights,D  1713,5
72990,Comes a Horseman,Ranchers,D  1563,5
306919,Coming Home,Coming Home,D  3188,5
306919,Coming Home,Haunted By the Past,D  1404,5
306919,Coming Home,Home From the War,D  1462,5
306919,Coming Home,Starting Over,D  1599,5
1209157,Coming to America,Fish Out of Water,D  1422,6
1209157,Coming to America,Crowned Heads,D  1642,4
1209157,Coming to America,Arranged Marriages,D  1385,3
1203040,Commandos Strike at Dawn,Unlikely Heroes,D  1633,5
38039,The Commitments,Musician's Life,D  1653,6
38039,The Commitments,Inner City Blues,D  1401,3
21396421,Escape From Tomorrow,Mental Breakdown,D  1439,8
21396421,Escape From Tomorrow,Fired or Laid-Off,D  3241,5
21396421,Escape From Tomorrow,Dangerous Attraction,D  1526,4
503478,The Competition,In Training,D  5130,5
503478,The Competition,Musician's Life,D  1653,5
1231778,Complaints of a Dutiful Daughter,Battling Illness,D  1389,5
1231778,Complaints of a Dutiful Daughter,Golden Years,D  2233,5
1231778,Complaints of a Dutiful Daughter,Mothers and Daughters,D  1615,5
316500,Comrade X,Political Unrest,D  1610,7
316500,Comrade X,Interracial/Cross-Cultural Romance,D  1493,6
316500,Comrade X,Marriages of Convenience,D  1644,6
316500,Comrade X,Totalitarian States,D  1453,6
126535,Con Air,Escape From Prison,D  1481,7
126535,Con Air,Criminal's Revenge,D  1577,6
126535,Con Air,Haunted By the Past,D  1404,5
126535,Con Air,Hijackings,D  1444,5
126535,Con Air,Miscarriage of Justice,D  1557,5
1203048,Condemned,Escape From Prison,D  1481,4
374260,Coney Island,Fish Out of Water,D  1422,7
374260,Coney Island,Love Triangles,D  1492,7
374260,Coney Island,Cinderella Stories,D  1521,6
374260,Coney Island,Opposites Attract,D  1490,6
21701828,Beverly Lewis' The Confession,Adoption,D  2765,5
21701828,Beverly Lewis' The Confession,Assumed Identities,D  1405,5
21701828,Beverly Lewis' The Confession,Schemes and Ruses,D  3228,5
3949139,Confidence,Cons and Scams,D  1607,9
3949139,Confidence,Criminal's Revenge,D  1577,5
3949139,Confidence,Mind Games,D  1609,5
3949139,Confidence,Police Corruption,D  1595,5
1203055,The Conformist,Haunted By the Past,D  1404,5
1203055,The Conformist,Social Climbing,D  1606,5
21691280,12 O'Clock Boys,Kids in Trouble,D  1382,5
21691280,12 O'Clock Boys,Street Gangs,D  1650,5
324751,Conquest,Crowned Heads,D  1642,5
324751,Conquest,Romantic Betrayal,D  1386,5
12543847,The Wildest Dream,Obsessive Quests,D  1546,5
1204883,Guilty Conscience,Fantasy Life,D  1668,7
1204883,Guilty Conscience,Treacherous Spouses,D  1573,7
1204883,Guilty Conscience,Infidelity,D  1486,5
1204883,Guilty Conscience,Woman In Jeopardy,D  1443,5
5166343,The Constant Gardener,Murder Investigations,D  1768,7
5166343,The Constant Gardener,Conspiracies,D  1436,6
5166343,The Constant Gardener,Death of a Partner,D  1678,5
5166343,The Constant Gardener,Obsessive Quests,D  1546,5
1201869,The Constant Nymph,Musician's Life,D  1653,5
1201869,The Constant Nymph,Star-Crossed Lovers,D  1551,5
103832,Contact,Space Travel,D  1547,6
103832,Contact,Child Prodigies,D  3252,5
103832,Contact,Benign Aliens,D  1454,3
103832,Contact,Space Travel,D  1547,6
103832,Contact,Child Prodigies,D  3252,5
103832,Contact,Benign Aliens,D  1454,3
35173,The Conversation,Witnessing a Crime,D  1445,8
35173,The Conversation,Conspiracies,D  1436,7
35173,The Conversation,Lone Wolves,D  1628,7
511414,Cool Hand Luke,Prison Life,D  3244,5
511414,Cool Hand Luke,Escape From Prison,D  1481,3
4032971,The Cooler,Gambling,D  1498,6
4032971,The Cooler,Cons and Scams,D  1607,5
4032971,The Cooler,Down on Their Luck,D  1383,5
4032971,The Cooler,Dangerous Attraction,D  1526,4
60679,Beverly Hills Cop,Fish Out of Water,D  1422,7
60679,Beverly Hills Cop,Rogue Cops,D  1479,5
60679,Beverly Hills Cop,Bumbling Cops,D  1622,3
60679,Beverly Hills Cop,Drug Trade,D  1476,2
7678457,Chop Shop,Orphans,D  1378,5
7678457,Chop Shop,Sibling Relationships,D  1624,5
7678457,Chop Shop,Underdogs,D  1426,5
1230596,Coquette,Class Differences,D  1412,5
1230596,Coquette,Fathers and Daughters,D  1616,5
203714,The Corn Is Green,Teachers and Students,D  1614,7
203714,The Corn Is Green,Down on Their Luck,D  1383,5
1203486,The Corsican Brothers,Righting the Wronged,D  1631,5
1203486,The Corsican Brothers,Sibling Relationships,D  1624,3
4284510,Cosmic Voyage,Space Travel,D  1547,2
35087,The Cotton Club,Love Triangles,D  1492,5
35087,The Cotton Club,Musician's Life,D  1653,5
7306803,No Country for Old Men,Hired Killers,D  1682,8
7306803,No Country for Old Men,One Against the Mob,D  1709,8
7306803,No Country for Old Men,Drug Trade,D  1476,5
7306803,No Country for Old Men,Unlikely Criminals,D  1474,5
483975,The Country Girl,Alcoholism,D  1375,8
483975,The Country Girl,Crumbling Marriages,D  1506,8
483975,The Country Girl,Death of a Child,D  1679,6
18369854,Country Strong,Alcoholism,D  1375,5
18369854,Country Strong,Big Break,D  3248,5
18369854,Country Strong,Death of a Child,D  1679,5
18369854,Country Strong,Musician's Life,D  1653,5
20255249,Trouble with the Curve,Baseball Players,D  1517,5
20255249,Trouble with the Curve,Fathers and Daughters,D  1616,5
20255249,Trouble with the Curve,Unlikely Friendships,D  1770,5
1201909,The Court-Martial of Billy Mitchell,Courts Martial,D  1590,5
1201909,The Court-Martial of Billy Mitchell,Fighting the System,D  1503,5
570972,Cousin Cousine,Infidelity,D  1486,7
9504736,The Cove,Scandals and Cover-Ups,D  3401,8
9504736,The Cove,Obsessive Quests,D  1546,7
9504736,The Cove,Redemption,D  1587,7
1204186,Cover girl,Fashion World,D  1591,7
1204186,Cover girl,Rags To Riches,D  1423,6
1204186,Cover girl,Unrequited Love,D  1552,6
1204186,Cover girl,Workplace Romance,D  1621,6
17500,Top Dog,Man's Best Friend,D  1495,5
17500,Top Dog,Murder Investigations,D  1768,5
21771131,August: Osage County,Dysfunctional Families,D  3396,5
21771131,August: Osage County,Mothers and Daughters,D  1615,5
21771131,August: Osage County,Parenthood,D  1415,5
171671,Crash Dive,Military Life,D  1543,6
171671,Crash Dive,Heroic Mission,D  1630,5
171671,Crash Dive,Love Triangles,D  1492,5
171671,Crash Dive,War At Sea,D  1559,5
12120352,Crazy Heart,All Washed Up,D  1555,5
12120352,Crazy Heart,Members of the Press,D  1643,5
12120352,Crazy Heart,Musician's Life,D  1653,5
12120352,Crazy Heart,Redemption,D  1587,5
18747661,"Crazylegs, All American",Football Players,D  1420,5
18747661,"Crazylegs, All American",Underdogs,D  1426,5
18739390,The Creation of Woman,Message From God,D  1397,5
1205604,Cries and Whispers,Dysfunctional Families,D  3396,5
1205604,Cries and Whispers,Sibling Relationships,D  1624,5
1205604,Cries and Whispers,Crumbling Marriages,D  1506,4
1205604,Cries and Whispers,Servants and Employers,D  1413,3
502313,Crimes and Misdemeanors,Crisis of Conscience,D  1651,7
502313,Crimes and Misdemeanors,Infidelity,D  1486,6
502313,Crimes and Misdemeanors,Filmmaking,D  1641,5
502313,Crimes and Misdemeanors,Love Triangles,D  1492,5
479383,Crimes of the Heart,Sibling Relationships,D  1624,7
479383,Crimes of the Heart,Eccentric Families,D  1418,6
1201131,The Criminal Code,Prison Life,D  3244,5
1233634,Crimson Tide,Race Against Time,D  1432,5
1233634,Crimson Tide,Military Life,D  1543,4
1233634,Crimson Tide,War At Sea,D  1559,3
270341,'Crocodile' Dundee,Fish Out of Water,D  1422,5
383909,Cromwell,Rise To Power,D  1597,6
383909,Cromwell,Great Battles,D  1561,5
383909,Cromwell,Political Unrest,D  1610,5
383909,Cromwell,Crowned Heads,D  1642,4
11192,Cross Creek,Writer's Life,D  1581,5
80759,Crossfire,Miscarriage of Justice,D  1557,5
80759,Crossfire,Social Injustice,D  1508,5
3141288,"Crouching Tiger, Hidden Dragon",Star-Crossed Lovers,D  1551,6
3141288,"Crouching Tiger, Hidden Dragon",Heroic Mission,D  1630,5
3141288,"Crouching Tiger, Hidden Dragon",Opposites Attract,D  1490,4
127150,The Crowd,Down on Their Luck,D  1383,5
21956,The Crucible,Miscarriage of Justice,D  1557,9
21956,The Crucible,Infidelity,D  1486,7
21956,The Crucible,Servants and Employers,D  1413,5
207709,The Cruel Sea,War At Sea,D  1559,5
21299589,Free Birds,Time Travel,D  1455,5
21299589,Free Birds,Unlikely Friendships,D  1770,5
250343,The Crusades,Heroic Mission,D  1630,5
250343,The Crusades,Kidnapping,D  1665,5
123,Cry Freedom,Members of the Press,D  1643,5
123,Cry Freedom,Race Relations,D  1579,5
123,Cry Freedom,Social Injustice,D  1508,5
45332,A Cry in the Dark,Miscarriage of Justice,D  1557,7
45332,A Cry in the Dark,Social Injustice,D  1508,5
45332,A Cry in the Dark,Death of a Child,D  1679,4
7250061,Strange Culture,Clearing One's Name,D  2085,5
7250061,Strange Culture,Life in the Arts,D  1467,5
7250061,Strange Culture,Social Injustice,D  1508,5
8904831,The Curious Case of Benjamin Button,Age Disparity Romance,D  1553,6
8904831,The Curious Case of Benjamin Button,Miraculous Events,D  2144,5
8904831,The Curious Case of Benjamin Button,Metamorphosis,D  3258,4
6457459,Curse of the Golden Flower,Crowned Heads,D  1642,7
6457459,Curse of the Golden Flower,Dysfunctional Families,D  3396,5
6457459,Curse of the Golden Flower,Fathers and Sons,D  1617,5
6457459,Curse of the Golden Flower,Infidelity,D  1486,5
6457459,Curse of the Golden Flower,Schemes and Ruses,D  3228,5
22050,Cyrano de Bergerac,Unrequited Love,D  1552,7
22050,Cyrano de Bergerac,Love Triangles,D  1492,5
22050,Cyrano de Bergerac,Self-Destructive Romance,D  1487,5
22050,Cyrano de Bergerac,Unrequited Love,D  1552,7
22050,Cyrano de Bergerac,Love Triangles,D  1492,5
22050,Cyrano de Bergerac,Self-Destructive Romance,D  1487,5
55022,I Remember Mama,Eccentric Families,D  1418,8
55022,I Remember Mama,Immigrant Life,D  1402,8
55022,I Remember Mama,Mothers and Daughters,D  1615,7
55022,I Remember Mama,Life on the Homefront,D  1461,6
37739,Dad,Fathers and Sons,D  1617,8
37739,Dad,Battling Illness,D  1389,7
37739,Dad,Golden Years,D  2233,6
18726569,Daddy Long Legs,Boarding School Life,D  1523,5
18726569,Daddy Long Legs,Orphans,D  1378,5
18726569,Daddy Long Legs,Age Disparity Romance,D  1553,3
12426882,Bran Nue Dae,Runaways,D  1625,5
1235568,Daens,Fighting the System,D  1503,8
1235568,Daens,Social Injustice,D  1508,8
1235568,Daens,Class Differences,D  1412,6
54152,Daisy Miller,Americans Abroad,D  1427,6
54152,Daisy Miller,Social Climbing,D  1606,6
54152,Daisy Miller,Class Differences,D  1412,5
486213,Damage,Self-Destructive Romance,D  1487,7
486213,Damage,Infidelity,D  1486,5
486213,Damage,Love Triangles,D  1492,5
486213,Damage,Wolf in Sheep's Clothing,D  3249,5
1201182,Damn Yankees,Deal With the Devil,D  1403,9
1201182,Damn Yankees,Underdogs,D  1426,9
1201182,Damn Yankees,Baseball Players,D  1517,7
1224081,The Damned,Totalitarian States,D  1453,5
201310,A Damsel in Distress,Americans Abroad,D  1427,5
201310,A Damsel in Distress,Mistaken Identities,D  1406,5
201310,A Damsel in Distress,Musician's Life,D  1653,5
21470549,Five Dances,Dancer's Life,D  1400,5
21470549,Five Dances,First Love,D  1491,5
2996909,Dancer in the Dark,Mothers and Sons,D  1618,8
2996909,Dancer in the Dark,Down on Their Luck,D  1383,7
2996909,Dancer in the Dark,Saintly Fools,D  1430,6
21470549,Five Dances,Dancer's Life,D  1400,5
21470549,Five Dances,First Love,D  1491,5
55029,Dangerous,Alcoholism,D  1375,5
55029,Dangerous,All Washed Up,D  1555,5
55029,Dangerous,Crumbling Marriages,D  1506,5
55029,Dangerous,Self-Destructive Romance,D  1487,5
22067,Dangerous Liaisons,Love Triangles,D  1492,7
22067,Dangerous Liaisons,Mind Games,D  1609,7
22067,Dangerous Liaisons,Infidelity,D  1486,6
22067,Dangerous Liaisons,Romantic Betrayal,D  1386,6
22067,Dangerous Liaisons,Innocence Lost,D  1377,4
1201206,Dangerous Moves,Crisis of Conscience,D  1651,5
21364848,Inside Llewyn Davis,Musician's Life,D  1653,8
21364848,Inside Llewyn Davis,Down on Their Luck,D  1383,6
21364848,Inside Llewyn Davis,Faltering Friendships,D  1593,3
1201212,The Dark Angel,Living With Disability,D  1513,5
1201212,The Dark Angel,Love Triangles,D  1492,5
1201212,The Dark Angel,Women During Wartime,D  1562,5
17199,The Dark at the Top of the Stairs,Infidelity,D  1486,5
17199,The Dark at the Top of the Stairs,Race Relations,D  1579,5
15316,Dark Command,Double Life,D  1446,7
15316,Dark Command,Lone Wolves,D  1628,6
15316,Dark Command,Vigilantes,D  1528,6
15316,Dark Command,Sheriffs and Outlaws,D  1632,5
1230221,Dark Eyes,Crumbling Marriages,D  1506,5
1230221,Dark Eyes,Infidelity,D  1486,5
1230221,Dark Eyes,Vacation Romances,D  1626,5
8164994,The Dark Knight,Disfigured Criminals,D  1570,7
8164994,The Dark Knight,Police Corruption,D  1595,6
8164994,The Dark Knight,Heroic Mission,D  1630,4
8164994,The Dark Knight,Double Life,D  1446,3
55721,The Dark Mirror,Murder Investigations,D  1768,5
55721,The Dark Mirror,Twins and Lookalikes,D  1408,5
392014,Dark Victory,Dying Young,D  1387,8
392014,Dark Victory,Battling Illness,D  1389,6
392014,Dark Victory,Doctors and Patients,D  1500,5
19577917,Thor: The Dark World,End of the World,D  1619,5
19577917,Thor: The Dark World,Fantasy Lands,D  1798,5
19577917,Thor: The Dark World,Fathers and Sons,D  1617,5
19577917,Thor: The Dark World,Mythical Creatures,D  1793,5
20148580,Darling Companion,Crumbling Marriages,D  1506,7
20148580,Darling Companion,Man's Best Friend,D  1495,5
20148580,Darling Companion,Nightmare Vacations,D  1627,3
192692,Darling Lili,Traitorous Spies/Double Agents,D  1466,8
192692,Darling Lili,Opposites Attract,D  1490,6
192692,Darling Lili,Women During Wartime,D  1562,6
5224063,Darwin's Nightmare,Social Injustice,D  1508,5
128976,Das Boot,War At Sea,D  1559,7
128976,Das Boot,Military Life,D  1543,5
9141853,A Very Merry Daughter of the Bride,Wedding Bells,D  1417,5
369322,Dave,Twins and Lookalikes,D  1408,9
369322,Dave,Assumed Identities,D  1405,8
369322,Dave,Fighting the System,D  1503,5
369322,Dave,Heads of State,D  3018,5
369322,Dave,Political Corruption,D  1596,3
56221,David and Bathsheba,Crowned Heads,D  1642,5
56221,David and Bathsheba,Self-Destructive Romance,D  1487,5
1202259,David and Lisa,Mental Illness,D  2143,5
1202259,David and Lisa,Split Personalities,D  1438,5
1202259,David and Lisa,Therapy,D  3242,5
56223,David Copperfield,Orphans,D  1378,7
56223,David Copperfield,Down on Their Luck,D  1383,4
15288,The Dawn Patrol,War in the Sky,D  1560,5
21190379,The Dawns Here Are Quiet,Women During Wartime,D  1562,9
21190379,The Dawns Here Are Quiet,Gender-Bending,D  1407,5
21190379,The Dawns Here Are Quiet,Women's Friendship,D  1623,5
21396386,After Tiller,Culture Clash,D  1411,5
304614,Night and Day,Musician's Life,D  1653,5
56566,A Day at the Races,Cons and Scams,D  1607,5
521207,Day for Night,Filmmaking,D  1641,9
521207,Day for Night,Actor's Life,D  1556,6
521207,Day for Night,Creative Block,D  1639,5
521207,Day for Night,Work Ethics,D  1640,4
18707912,A Day in the Life of Bonnie Consolo,Living With Disability,D  1513,5
18721501,Battle of Antietam: The Bloodiest Day in American,Great Battles,D  1561,5
39964,The Day of the Dolphin,Assassination Plots,D  1435,5
39964,The Day of the Dolphin,Conspiracies,D  1436,5
39964,The Day of the Dolphin,Race Against Time,D  1432,5
39964,The Day of the Dolphin,Talented Animals,D  3245,5
39964,The Day of the Dolphin,Talking Animals,D  1494,5
1618,The Day of the Jackal,Assassination Plots,D  1435,9
1618,The Day of the Jackal,Hired Killers,D  1682,7
1618,The Day of the Jackal,Conspiracies,D  1436,6
1618,The Day of the Jackal,Terrorism,D  1434,5
127,The Day of the Locust,Actor's Life,D  1556,5
127,The Day of the Locust,Filmmaking,D  1641,5
6751688,Days of Glory,Race Relations,D  1579,6
6751688,Days of Glory,Great Battles,D  1561,5
12669783,Labor Day,Escape From Prison,D  1481,5
12669783,Labor Day,Mothers and Sons,D  1618,5
12669783,Labor Day,Unlikely Friendships,D  1770,5
19728,Days of Heaven,Love Triangles,D  1492,7
19728,Days of Heaven,Class Differences,D  1412,4
31865,Days of Thunder,Car Racing,D  1583,8
31865,Days of Thunder,In Training,D  5130,5
31865,Days of Thunder,Redemption,D  1587,4
12669783,Labor Day,Escape From Prison,D  1481,5
12669783,Labor Day,Mothers and Sons,D  1618,5
12669783,Labor Day,Unlikely Friendships,D  1770,5
251468,Days of Wine and Roses,Alcoholism,D  1375,8
251468,Days of Wine and Roses,Crumbling Marriages,D  1506,6
19595179,Magic Trip: Ken Kesey's Search for a Kool Place,Writer's Life,D  1581,5
20724731,Dead Man Down,Haunted By the Past,D  1404,5
20724731,Dead Man Down,Mafia Life,D  1683,5
20724731,Dead Man Down,Out For Revenge,D  1719,5
11967,Dead Man Walking,Death Row,D  1482,7
11967,Dead Man Walking,Members of the Clergy,D  2145,5
11967,Dead Man Walking,Redemption,D  1587,5
1202519,Dear Heart,Love Triangles,D  1492,5
1202519,Dear Heart,Otherwise Engaged,D  1488,5
10544221,Dear John,Fathers and Sons,D  1617,5
10544221,Dear John,Star-Crossed Lovers,D  1551,5
11968,Death Becomes Her,Faltering Friendships,D  1593,5
11968,Death Becomes Her,Feuds,D  3233,5
11968,Death Becomes Her,Immortality,D  3234,5
11968,Death Becomes Her,Infidelity,D  1486,5
11968,Death Becomes Her,Love Triangles,D  1492,5
11968,Death Becomes Her,Out For Revenge,D  1719,5
11968,Death Becomes Her,Witches,D  1450,5
485443,Death in Venice,Self-Destructive Romance,D  1487,8
485443,Death in Venice,Tortured Genius,D  1671,6
485443,Death in Venice,Musician's Life,D  1653,5
1223157,Death of a Salesman,Fathers and Sons,D  1617,6
1223157,Death of a Salesman,Fired or Laid-Off,D  3241,5
1223157,Death of a Salesman,Suicide,D  1613,4
21535911,Death of a Shadow,Brief Encounters,D  1584,5
21535911,Death of a Shadow,Facing Death,D  3185,5
21535911,Death of a Shadow,Obsessive Quests,D  1546,5
21048420,A Band Called Death,Musician's Life,D  1653,5
21048420,A Band Called Death,Race Relations,D  1579,5
21048420,A Band Called Death,Musician's Life,D  1653,5
21048420,A Band Called Death,Race Relations,D  1579,5
21066789,Lee Daniels' The Butler,Fathers and Sons,D  1617,5
21066789,Lee Daniels' The Butler,Heads of State,D  3018,5
21066789,Lee Daniels' The Butler,Race Relations,D  1579,5
21066789,Lee Daniels' The Butler,Social Injustice,D  1508,5
7528116,December 7th,Great Battles,D  1561,5
43070,Decision Before Dawn,Traitorous Spies/Double Agents,D  1466,5
18784955,D.I.Y. or Die: How to Survive as an Independent,Life in the Arts,D  1467,5
18784955,D.I.Y. or Die: How to Survive as an Independent,Underdogs,D  1426,5
291826,Deconstructing Harry,Creative Block,D  1639,8
291826,Deconstructing Harry,Existential Crisis,D  3235,8
291826,Deconstructing Harry,Midlife Crises,D  1636,7
291826,Deconstructing Harry,Writer's Life,D  1581,5
263010,The Deep,Treasure Hunts,D   523,7
263010,The Deep,Obsessive Quests,D  1546,5
263010,The Deep,Terror in the Water,D  1578,2
488607,Drums in the Deep South,Faltering Friendships,D  1593,5
488607,Drums in the Deep South,Love Triangles,D  1492,5
1202149,Deep Waters,Kids in Trouble,D  1382,5
1202149,Deep Waters,Orphans,D  1378,5
1202149,Deep Waters,Unlikely Friendships,D  1770,5
